Country / Territory,Year,Date of Event,Disaster Internal Displacements,Hazard Category,Hazard Type,Hazard Sub Type
Indonesia,2019,2019-01-11,410,Weather related,Storm,Storm
Indonesia,2019,2019-01-11,4,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-01-10,4,Weather related,Storm,Storm
Indonesia,2019,2019-01-02,4,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-01-06,90,Weather related,Flood,Flood
Indonesia,2019,2019-01-06,5,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-01-02,4,Weather related,Storm,Storm
Indonesia,2019,2019-01-02,4,Weather related,Storm,Storm
Indonesia,2019,2019-01-03,4,Weather related,Storm,Storm
Indonesia,2019,2019-01-04,4,Weather related,Storm,Storm
Indonesia,2019,2019-01-04,11,Weather related,Storm,Storm
Indonesia,2019,2019-01-05,4,Weather related,Storm,Storm
Indonesia,2019,2019-01-06,7,Weather related,Storm,Storm
Indonesia,2019,2019-01-08,18,Weather related,Storm,Storm
Indonesia,2019,2019-01-18,18,Weather related,Storm,Storm
Indonesia,2019,2019-02-12,90,Weather related,Mass Movement,Avalanche
Zambia,2019,2019-01-09,53,Weather related,Flood,Flood
Indonesia,2019,2019-01-19,4,Weather related,Mass Movement,Avalanche
Mauritius,2019,2019-01-28,82,Weather related,Flood,Flood
Bolivia,2019,2019-02-07,1000,Weather related,Flood,Flood
United States,2019,2019-03-03,1040,Weather related,Storm,Tornado
Lebanon,2019,2019-01-06,2751,Weather related,Storm,Winter storm/Blizzard
Malaysia,2019,2019-01-07,147,Weather related,Flood,Flood
United States,2019,2019-01-01,3,Weather related,Flood,Flood
United States,2019,2019-01-11,780,Weather related,Storm,Storm
Indonesia,2019,2019-01-19,4,Weather related,Storm,Storm
France,2019,2019-02-24,10,Weather related,Wildfire,Wildfire
Indonesia,2019,2019-02-19,7,Weather related,Storm,Storm
United States,2019,2019-01-19,65,Weather related,Storm,Tornado
Indonesia,2019,2019-01-19,4,Weather related,Storm,Storm
Peru,2019,2019-01-19,10,Weather related,Flood,Flood
Peru,2019,2019-01-10,10,Weather related,Flood,Flood
Saudi Arabia,2019,2019-01-27,334,Weather related,Flood,Flood
United States,2019,2019-02-25,12,Weather related,Mass Movement,Avalanche
Vietnam,2019,2019-02-17,176,Weather related,Storm,Storm
United States,2019,2019-02-25,52,Weather related,Flood,Flood
Mozambique,2019,2019-01-09,500,Weather related,Storm,Storm
Afghanistan,2019,2019-01-01,4154,Weather related,Drought,Drought
Philippines,2019,2019-01-14,1381,Weather related,Storm,Storm
Pakistan,2019,2019-01-01,266,Weather related,Drought,Drought
Indonesia,2019,2019-01-19,7,Weather related,Flood,Flood
Zimbabwe,2019,2019-01-11,800,Weather related,Storm,Storm
Peru,2019,2019-01-18,170,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2019,2019-03-03,57,Weather related,Storm,Tornado
Indonesia,2019,2019-02-20,18,Weather related,Wave action,Rogue Wave
Rwanda,2019,2019-03-10,5021,Weather related,Storm,Storm
Indonesia,2019,2019-01-21,14,Weather related,Mass Movement,Avalanche
Uganda,2019,2019-05-26,98,Weather related,Flood,Flood
Indonesia,2019,2019-02-22,7,Weather related,Storm,Storm
United States,2019,2019-05-27,20,Weather related,Storm,Tornado
Indonesia,2019,2019-01-21,4,Weather related,Storm,Storm
France,2019,2019-03-06,10,Weather related,Wildfire,Wildfire
Peru,2019,2019-01-24,171,Weather related,Flood,Flood
Guatemala,2019,2019-01-01,11964,Weather related,Extreme Temperature,Cold wave
Cuba,2019,2019-01-27,9916,Weather related,Storm,Tornado
Indonesia,2019,2019-02-22,4,Weather related,Storm,Storm
"Congo, Dem. Rep.",2019,2019-01-29,125,Weather related,Flood,Flood
Indonesia,2019,2019-01-10,2650,Weather related,Flood,Flood
Indonesia,2019,2019-01-13,162,Weather related,Flood,Flood
Indonesia,2019,2019-01-21,9429,Weather related,Flood,Flood
Indonesia,2019,2019-02-23,4,Weather related,Storm,Storm
Argentina,2019,2019-01-20,11167,Weather related,Flood,Flood
Malaysia,2019,2019-01-26,2771,Weather related,Flood,Flood
Indonesia,2019,2019-01-27,12,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-02-25,4,Weather related,Storm,Storm
Indonesia,2019,2019-01-14,120,Weather related,Flood,Flood
Indonesia,2019,2019-01-15,9,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-01-15,160,Weather related,Flood,Flood
Indonesia,2019,2019-01-15,297,Weather related,Flood,Flood
Indonesia,2019,2019-01-16,18,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-01-16,5,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-01-16,37,Weather related,Flood,Flood
Indonesia,2019,2019-01-17,1858,Weather related,Flood,Flood
Indonesia,2019,2019-01-21,47,Weather related,Flood,Flood
Indonesia,2019,2019-01-13,11,Weather related,Storm,Storm
Indonesia,2019,2019-01-13,4,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-01-13,7,Weather related,Flood,Flood
Indonesia,2019,2019-01-14,54,Weather related,Storm,Storm
Indonesia,2019,2019-01-14,7,Weather related,Storm,Storm
Indonesia,2019,2019-01-15,4,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-01-17,7,Weather related,Storm,Storm
Indonesia,2019,2019-01-17,4,Weather related,Mass Movement,Avalanche
Philippines,2019,2019-01-20,6230,Weather related,Storm,Storm
Indonesia,2019,2019-02-25,83,Weather related,Storm,Storm
Canada,2019,2019-01-24,40,Weather related,Flood,Flood
United States,2019,2019-01-24,3,Weather related,Flood,Flood
United States,2019,2019-01-24,24,Weather related,Flood,Flood
Indonesia,2019,2019-02-12,5,Weather related,Mass Movement,Avalanche
Chile,2019,2019-02-01,1200,Weather related,Flood,Flood
Indonesia,2019,2019-01-09,15,Weather related,Mass Movement,Avalanche
Germany,2019,2019-03-13,30,Weather related,Storm,Tornado
Indonesia,2019,2019-05-10,11,Weather related,Mass Movement,Avalanche
Nepal,2019,2019-09-18,4,Weather related,Mass Movement,Avalanche
Nepal,2019,2019-09-22,206,Weather related,Flood,Flood
Nepal,2019,2019-09-23,4,Weather related,Mass Movement,Avalanche
Guatemala,2019,2019-06-04,370,Geophysical,Volcanic activity,Volcanic activity
Ecuador,2019,2019-01-01,245,Weather related,Flood,Flood
United States,2019,2019-01-23,5,Weather related,Flood,Flood
United States,2019,2019-01-24,50,Weather related,Flood,Flood
United States,2019,2019-03-14,34,Weather related,Storm,Tornado
Bosnia and Herzegovina,2019,2019-02-06,100,Weather related,Flood,Flood
United States,2019,2019-02-05,50,Weather related,Flood,Flood
United States,2019,2019-02-07,10,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2019,2019-02-05,5,Weather related,Flood,Flood
United States,2019,2019-02-07,20,Weather related,Flood,Flood
New Zealand,2019,2019-02-06,863,Weather related,Wildfire,Wildfire
United States,2019,2019-04-19,17,Weather related,Storm,Storm
Chile,2019,2019-02-04,114,Weather related,Wildfire,Wildfire
Chile,2019,2019-02-11,512,Weather related,Flood,Flood
Indonesia,2019,2019-05-10,4,Weather related,Storm,Storm
Italy,2019,2019-03-13,30,Weather related,Wildfire,Wildfire
Nepal,2019,2019-04-21,9,Weather related,Mass Movement,Avalanche
United States,2019,2019-04-13,31,Weather related,Flood,Flood
Indonesia,2019,2019-01-31,40,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-02-07,800,Geophysical,Earthquake,Earthquake
Indonesia,2019,2019-02-07,43,Weather related,Flood,Flood
Papua New Guinea,2019,2019-02-07,20,Weather related,Flood,Flood
Canada,2019,2019-04-20,1052,Weather related,Flood,Flood
United States,2019,2019-04-18,8,Weather related,Storm,Storm
Saudi Arabia,2019,2019-02-08,77,Weather related,Flood,Flood
Indonesia,2019,2019-05-12,4,Weather related,Mass Movement,Avalanche
Vietnam,2019,2019-01-04,158,Weather related,Storm,Storm
Australia,2019,2019-02-12,29,Weather related,Wildfire,Wildfire
Australia,2019,2019-02-12,26,Weather related,Wildfire,Wildfire
Pakistan,2019,2019-02-06,259,Weather related,Mass Movement,Avalanche
Canada,2019,2019-04-22,18,Weather related,Flood,Flood
Papua New Guinea,2019,2019-02-04,20,Weather related,Flood,Flood
Papua New Guinea,2019,2019-02-07,74,Weather related,Mass Movement,Avalanche
Malaysia,2019,2019-02-12,21,Weather related,Flood,Flood
Peru,2019,2019-02-08,60,Weather related,Mass Movement,Landslide/Wet mass movement
Peru,2019,2019-02-17,6,Weather related,Mass Movement,Avalanche
Peru,2019,2019-02-15,55,Weather related,Flood,Flood
Peru,2019,2019-01-12,2640,Weather related,Storm,Storm
United States,2019,2019-03-14,75,Weather related,Storm,Storm
United States,2019,2019-02-12,200,Weather related,Flood,Flood
Peru,2019,2019-02-05,357,Weather related,Storm,Storm
Indonesia,2019,2019-05-15,4,Weather related,Storm,Storm
Nepal,2019,2019-04-21,4,Weather related,Flood,Flood
Solomon Islands,2019,2019-02-11,27,Weather related,Storm,Storm
Malawi,2019,2019-01-22,5078,Weather related,Flood,Flood
Malaysia,2019,2019-02-11,12,Weather related,Storm,Storm
Malawi,2019,2019-02-13,859,Weather related,Flood,Flood
United States,2019,2019-03-12,47,Weather related,Storm,Tornado
United States,2019,2019-04-18,70,Weather related,Storm,Storm
Indonesia,2019,2019-05-15,29,Weather related,Flood,Flood
Indonesia,2019,2019-05-22,123,Weather related,Flood,Flood
French Polynesia,2019,2019-02-16,30,Weather related,Storm,Storm
Nepal,2019,2019-04-28,47,Weather related,Storm,Storm
Zimbabwe,2019,2019-02-13,200,Weather related,Flood,Flood
Myanmar,2019,2019-01-11,14,Weather related,Mass Movement,Landslide/Wet mass movement
Pakistan,2019,2019-02-20,9821,Weather related,Flood,Flood
Burundi,2019,2019-01-01,1388,Weather related,Flood,Flood
Colombia,2019,2019-07-19,48,Weather related,Storm,Storm
Mexico,2019,2019-09-05,402,Weather related,Flood,Flood
Bolivia,2019,2019-02-20,10,Weather related,Flood,Flood
Malaysia,2019,2019-02-23,67,Weather related,Flood,Flood
Fiji,2019,2019-02-01,80,Weather related,Mass Movement,Avalanche
Japan,2019,2019-02-21,5,Geophysical,Earthquake,Earthquake
Nepal,2019,2019-04-30,4,Weather related,Storm,Storm
New Zealand,2019,2019-02-27,262,Weather related,Wildfire,Wildfire
Myanmar,2019,2019-01-03,8,Weather related,Mass Movement,Landslide/Wet mass movement
Uganda,2019,2019-07-27,980,Weather related,Flood,Flood
Indonesia,2019,2019-02-16,3000,Weather related,Flood,Flood
United States,2019,2019-02-22,8,Weather related,Flood,Flood
Indonesia,2019,2019-05-23,4,Weather related,Storm,Storm
Nepal,2019,2019-05-01,4,Weather related,Storm,Storm
Myanmar,2019,2019-01-21,3,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2019,2019-02-18,29,Weather related,Flood,Flood
United States,2019,2019-02-21,2,Weather related,Flood,Flood
Burundi,2019,2019-05-01,112,Weather related,Flood,Flood
Nigeria,2019,2019-08-18,43,Weather related,Flood,Flood
Colombia,2019,2019-07-25,15,Weather related,Storm,Storm
Sri Lanka,2019,2019-07-18,265,Weather related,Flood,Flood
Indonesia,2019,2019-02-13,89,Weather related,Flood,Flood
United States,2019,2019-05-18,3,Weather related,Storm,Tornado
United States,2019,2019-05-27,8,Weather related,Storm,Tornado
Indonesia,2019,2019-05-30,217,Weather related,Flood,Flood
Nepal,2019,2019-05-16,4,Weather related,Storm,Storm
Myanmar,2019,2019-01-26,1,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2019,2019-05-30,4,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-02-17,10,Weather related,Flood,Flood
United States,2019,2019-02-23,15,Weather related,Flood,Flood
United States,2019,2019-02-22,10,Weather related,Mass Movement,Landslide/Wet mass movement
Jordan,2019,2019-02-28,46,Weather related,Flood,Flood
Peru,2019,2019-01-23,597,Weather related,Flood,Flood
Australia,2019,2019-03-01,1462,Weather related,Wildfire,Wildfire
Peru,2019,2019-02-02,14,Weather related,Flood,Flood
United States,2019,2019-02-23,10,Weather related,Flood,Flood
Indonesia,2019,2019-02-21,70,Weather related,Mass Movement,Avalanche
United States,2019,2019-05-27,6,Weather related,Flood,Flood
United States,2019,2019-02-19,780,Weather related,Storm,Storm
United States,2019,2019-02-18,8,Weather related,Flood,Flood
United States,2019,2019-02-23,22,Weather related,Flood,Flood
United States,2019,2019-02-23,100,Weather related,Flood,Flood
United States,2019,2019-04-13,330,Weather related,Storm,Tornado
Nepal,2019,2019-05-20,4,Weather related,Storm,Storm
Indonesia,2019,2019-02-21,3,Weather related,Mass Movement,Avalanche
Myanmar,2019,2019-01-08,1,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2019,2019-07-26,4,Weather related,Storm,Storm
Sri Lanka,2019,2019-01-14,110,Weather related,Flood,Flood
New Zealand,2019,2019-03-06,8,Weather related,Wildfire,Wildfire
Indonesia,2019,2019-02-10,4,Weather related,Mass Movement,Avalanche
